document	label
그러던 와중 청년시민단체에 소속된 한 젊은 친구를 만났다. 그는 친절함이 몸에 배인 사람이었으며, 인품 또한 뛰어났다. 나는 자연스레 그에게 깊은 얘기까지 털어놓게 되었다.	1
자신의 자랑인 옥같은 얼굴을 비하하는 발언에 열 받은 유몽한이 바람같이 다가서선 화려한 손기술로 변대치의 전신을 가격했으니 그 신묘한 손동작은 거의 눈에 보이지 않을 지경이었다.	1
그런데 방을 정리하려고 아무렇게나 던져 놓았던 컴퓨터 잡지를 집어 들었을 때 갑자기 잡지의 오른쪽 아래 구석의 작은 기사가 눈에 띄었다. 정확히 말하면 단 일곱 글자가 눈길을 끌었다.	1
제가 출근 준비를 할 때부터 티격태격 하시는데 아이들 말 들어보면 맨날 할머니랑 할아버지랑 싸우고 할아버지 문 쾅 닫고 나갔어 이런 말 많이 하거든요.	0
집어 치워라! 내가 널 다시 봤다. 무서운 사람이야. 남자 둘 신세를 망쳤어. 애비가 너한테 눈이 뒤집혀도 단단히 뒤집혔구나. 재호를 고발한다는 게 말이 되냐?	1
따라서, 교양이나 인품은 가르치고 배워지는 것만은 아닌 듯하다. 어쩌면 환경과 조건 속에서 스스로 살아가면서 몸에 배어들고 잦아지게 되는 것인지도 모르겠다는 생각이 든다.	1
그러니까 아무것도 안 하고 성공한 사람보다 무엇인가를 실행하다가 실패한 사람이 더 훌륭하다는 쿄세라의 행동지침이 기업문화에 뿌리를 내리고 있다.	1
이 말을 들은 후 나는 동교동을 물러나와 이기택 총재에게 이 사실을 전했다.	0
첫사랑을 만났다고 해서 간다는 게 말이 돼? 그럼 첫사랑을 못 만나서, 나랑 약혼 하려고 했던 거야? 그런 무책임하고, 바보같은 말이 어딨어? 누구나 첫사랑은 있어.	1
① 카스트 제도의 강제적(compulsion) 성격에서뿐만 아니라, 친족관계, 인도사회의 가족관계 내에서 지참금 제도가 뿌리 내리게 되었다.	1
나는 떨리는 손으로 전보를 받아 들고는 문을 닫으려고 했다. 그러자 남자가 문이 닫히지 않게 문에 발을 댄 채 차갑게 말했다.	0
시드! 찰스는 문을 열고 몸을 숙여 웃으면서 말했다. "꼭 와줄 거라고 생각했네."	0
어 뭐 남들 다 여행들 합니다만 뭘 하나 해도 거기서의 깨달음 거기서의 배움 이런 거 이렇게 생각하고 정리해내시는 그게 몸에 배어 계신 분이군요.	1
그건 중요하지 않아. 내가 단단히 못을 박아 두었으니까 어떻게 하지는 못하겠지.	1
네. 뭐 이 저 방송에 쓸 말은 아닙니다만은 뚜껑 열린다 뭐 열 받는다 이제 이렇게 아주 그 극단적 표현들로 울화를 표현하는	1
그런데 영감이 잡히지 않는 일이 있습니다. 카드 키로 문을 열면 거기 묻은 지문이 정말로 문의 카드꽂이에 복사되어 남습니까?	0
지금 생각해봐도 나는 왜 그렇게 여유 있게 따라할 수 없었는지 모르겠다. 편견으로 가득 차서 남을 이해하려는 마음의 문을 닫고 있었기 때문이 아닐까?	0
신경쓰지 마세요. 중국은 미국이나 영국과 달라요. 호텔 방에 문을 닫고 남녀가 함께 있는 걸 이상하게 생각한답니다.	0
점잖으면서 논리 정연한 계심의 말을 들은 무뢰배는 도저히 뜻을 이룰 수 없음을 간파하자. 갑자기 맹수처럼 달려들어 완력과 폭력으로 기어이 뜻을 이루고야 말았다.	0
정말 저도 뉴스를 읽을 때마다 너무 억장이 무너지고 가슴이 아픈 소식인데요.	1
한편, 강화도에서는 김인준·임연 일파가 최의를 죽이고 최씨정권을 타도하는 정변이 일어났다. 이로써 1258년(고종 45) 3월에 60여 년간 집권해온 최씨정권은 막을 내리고 왕정이 복구되었다.	1
스스키노 역에 도착하자 "여기서부턴 걸어가자."라고 미쓰코가 말했다. 전차에서 내려 길을 걷기 시작했을 때 놀랍게도 미쓰코가 갑자기 손을 잡았다. 단지 그뿐이었는데 얼굴이 후끈 달아올랐다.	0
에르네스토와 그의 친구 알베르토는 신대륙 정복자들의 길을 따라갔다. 후자가 정복에 목말라 했던 반면 두 사람은 그들과는 전혀 다른 목적을 가지고 똑같은 길을 갔던 것이다.	1
우린 서로가 다른 인간일세. 젊다는 것과 자신이 있다는 건 대단히 아름다운 일이지만 그것이 전부는 아닐세. 난 밤마다 문을 닫고 싶지 않다네. 왜냐하면 카페를 즐겨 찾아오는 손님이 있을 테니까.	0
천하를 제압한 몽골군의 잇단 파상공세를 모조리 물리친 난공불락의 철옹성이었던 귀주도 이렇게 해서 끝내 몽골군에 문을 열어주고야 말았다.	1
전하, 고정하시옵소서. 신이 궁안에 뿌리를 내린 역도들을 완전히 제거하겠나이다.	1
그때까지 꼭 그거 경고등을 노란 경고등을 보고 이게 기름을 주유하려면 주유하게 되면 이 연료 뻠쁘가 이게 고속으로 돌게 되면 열을 받게 되거든요.	0
한겨울 동안 헐벗고 굶주렸던 개울가의 풀들은 왕성한 생명력으로 뿌리를 내리고 기지개를 켜는 중이었다.	0
얘가 무슨 노래를 해? 얘 초등학교 음악 시간에도 노래 안 하던 애야. 실기 시험 보는데도 입 꾹 다물고 있어서 우리 담임 선생님 열 받아서 돌아가실 뻔 하게 만든 애라구.	1
아이는 방으로 뛰어 들어가 문을 닫아 버렸다. 지나가 뒤쫓아 가 문을 두드렸지만 소용없었다. 마음을 전하는 편지이긴 해도 아이에게는 단순히 선생님이 내준 과제물에 불과했다.	0
호텔 앞에는 모범택시가 줄지어 대기 중이었다. 호텔 보이가 택시 문을 열어주었고 김은 별 고민 없이 모범택시에 올랐다.	0
게다가 전 원래 꿈을 꾸던 차예요. 이 기회에 제국 쪽에서 다시금 유희를 즐길까 하는데요?	1
솔은 싸우는 사람들 틈에서 아정을 찾으려 했으나 그녀의 모습은 눈에 띄지 않았다.	0
외국에 비하여 나눔의 문화가 자리 잡지 못한 데는 기부 시스템 등이 미흡한 것도 한몫한다. 영국의 한 해 유산 증여액은 기업 기부 금액의 5배를 넘는다.	1
셋째 당숙은 자기의 사랑하는 아들이 비명 소리를 연신 지르자 그렇지 않아도 가슴이 아팠던 참인데 문창의 반항하는 말을 듣자 울화가 치밀었다.	1
메디치 가문도 추방되고, 광기 어린 신정 정치도 막을 내린 1498년 피렌체에는 진정한 의미의 공화정체제의 시민 정부가 들어서게 된다.	1
서로를 목마르게 그리워하면서도 헤어져 있어야 했던 시간들이 참 가슴 아팠다. 멀고먼 길을 돌아 다시 안긴 그의 품은 여전히 넓고 따뜻했다.	1
혼잡한 길을 걷다가 어깨와 어깨가 부딪혔다. "이봐, 사과해!"라고 아무 생각 없이 말했다가는 싸움이 되지만, "아 죄송합니다"라고 말하면 "아니에요. 이쪽이야 말로요!"라는 대화가 된다.	0
그녀가 흉터에 신경 쓰는 것 같아 짐짓 아무렇지 않은 듯 말했지만 가슴이 아팠다. 그녀가 얼마나 아팠을지 실감이 나는 것이었다. 또한 그녀를 잃었을지 모른다는 공포감으로 목소리가 떨렸다.	1
나는 언제나 스스로에게 "내일은 없다고 생각하라"라고 한다. 내일이 있다고 생각하면 모든 일을 내일로 미루기 때문에 어정쩡한 생활 방식이 몸에 배게 된다.	1
그러면 벨의 전화기 특허라는 또 하나의 인은 앞으로 어떤 연을 만나 어떻게 발전해갈까. 다른 전화기 발명자들이 끝내 연을 만나지 못해 좌절한 것에 비해 그는 어떤 길을 갔을까.	1
카마이라는 그 얼굴에 잠시 시선을 못 박았다. 한참이 지나서야 리아 공작이 헛기침을 해서, 카마이라는 황급히 시선을 돌렸다.	0
주빌린은 평소 절대로 남의 손에 넘기지 않던 소중한 화구를 윌커슨에게 맡기고 핸포드의 윈체스터 라이플을 든 채 걸어가고 있었다. 동혁은 조금 힘겨워하는 주빌린의 모습을 보며 가슴이 아팠다.	1
넬은 벨에게 그리스이스의 정체와 만나게 된 과정, 그리고 제드와의 얽힌 사연을 이야기해 주었다. 덤으로 이것은 일단 비밀이라는 것을 굳게 못 박았다.	1
덩치가 젖꼭지가 떨어져 나가는 아픔으로 눈물을 보이고 인상을 쓰는 사이 유리는 문을 열고 사무실 안으로 들어섰다. 그녀의 등 뒤에서 투덜거리는 목소리가 있었다.	0
미술인, 예술인이 되기를 희망하는 이들에게 묻고 싶다. "왜 그대는 이 길을 가고자 하는가, 무엇을 기대하는가?"	1
나는 원칙이 자리를 잡지도 못한 상태에서 다짜고짜 그것에 대해 묻는 것을 싫어한다. 나는 원칙이 생기면 익숙해지려고 반복해서 실천한다.	1
양말을 신고 있는데 누가 와서 방문을 톡톡톡, 두드렸다. 누굴까, 생각하는 사이 아무 소리 없다가 다시 또 톡톡톡. 문을 열어 보았다. 뜻밖에도 여자였다.	0
그 때 스님 한 분이 길을 걸어오고 있었습니다. 정암사로 가는 스님이 틀림없었습니다. 정암사는 산 너머에 있는 작은 절입니다.	0
스님은 우물가를 지나면서 혼자말로 중얼거렸다. 어젯밤에 겪은 일이 하도 어처구니없어서 한 말이었다. 그런데 그 말을 들은 아낙네들이 노발대발하여 스님의 뒷덜미를 낚아챘다.	0
도희는 눈앞에 버티고 선 사내의 얼굴을 올려다보며 인정하지 않을 수 없었다. 다시 한 번 자신의 쇼가 막을 내리고 있다는 것을.	0
내 눈앞에서 이 사람이 전화를 받다가 이제 이 사람이 인제 손 손 그~ 상대방 입장을 생각을 안 하고 본인 열 받는 것만 생각을 하는 거예요.	1
잠시 후 그의 말대로 런닝만 걸친 배 나온 중년 아저씨가 웃으면서 다가와 문을 열어주었다.	0
이 교수님 보면은 또 판결문에서 눈에 띄는 부분이 오랜 기간 교도소 생활을 해왔는데 면회를 온 사람이 한 명도 없었다고 해요.	1
「아닐세. 게르트뤼드는 대낮에 이곳을 지나갔네. 그런 종류의 장비로는 눈에 띄지 않고 밖에 나갈 수 없네. 이 출구는 기존의 건축물 내에 숨겨져 있어야 하네」	0
그 때 전화 벨이 울렸습니다. 나는 얼른 일어나 전화를 받았습니다. 아빠가 집을 나가신 후 전화 벨이 울리면 습관처럼 얼른 전화를 받는 게 몸에 배었습니다.	1
로리는 엘리베이터 버튼을 누른 후 다른 때와 마찬가지로 문을 열고 내다보는 앵글러 부인을 바라보았다.	0
이렇게 해서 나에게 유익했던 반면교사 해피데이는 드디어 막을 내렸고, 새로운 인생이 본격적으로 전개되었다.	1
그린 책으로는 《툭》, 《내가 만난 별 아저씨》, 《탄광 마을 아이들》, 《나는 과학자의 길을 갈 테야》 등 여러 권이 있습니다.	1
옛부터 호랑이가 집 안으로 들어오는 꿈을 꾸면 호랑이처럼 건강하고 용감한 아들을 낳는다더니, 참 튼튼하게 생겼구려.	0
한운산은 못을 박았다. 혹시 반경이 그 놀라운 비밀 때문에 부담을 느낄까 걱정했던 것이다.	1
다음날 나를 배웅하던 K는 딸에게 엄마처럼 되지 말고 나중에 크면 이모처럼 훌륭한 사람이 되라고 했다. 얼마나 가슴이 아팠는지 모른다.	1
호텔 문을 열고 나온 지수가 천천히 기훈의 곁으로 다가왔다. 다가온 지수는 쿡쿡 웃었다. 기훈의 얼굴이 굳어진다.	0
윌리가 그 문을 열고 안으로 인도했다. 하지만 내 뒤를 따라 들어오지는 않았다. 그저 책상을 보며 눈을 깜빡이다 문을 닫고 나갔다.	0
어떤 남자가 이미 문을 닫은 복남식품점의 함석문짝을 마구 두들기며 외쳐댔다.	0
내가 맨 처음 노크했을 때 도네에가 내 위치에 자리를 잡았습니다. 모로가 말했다.	0
약간 당황한 듯했던 아르티엔, 하지만 곧이어 그의 눈은 슬쩍 가늘어지며 살기가 가득한 어조로 외쳤다. 이렇게까지 아들놈이 막나가기 시작하자 정말 열 받기 시작했던 것이다.	1
그래도 한마디만 해 주세요. 원래 명 강의는 학생이 그 강의를 즐겁게 수용할 마음의 문을 열어놓고 시작하는 게 명 교수법이래요 그는 임기응변으로 그럴 듯하게 지껄이고 있었다.	1
열 받은 표정인 유몽한의 외침에 우민혁이 공손히 고개를 숙이곤 대답했다.	1
아이는 더 이상 아무런 미련이 남아 있지 않는 듯했다. 가슴이 아팠다. 난 그 원인을 분석하기 시작했다. 반을 부흥시킬 수 있는 정보와 지식을 얻기 위해 책부터 읽었다.	1
1865년, 로버트 리가 북부군에 투항함으로써 남북 전쟁은 막을 내렸다.	1
이때‘도대체 그 이유가 무엇일까’하는 식으로 생각하는 습관이 몸에 배어 있으면 문제를 단지 이론적으로만 생각하는 것보다도 훨씬 실천적으로 문제의식이 고양되고 강화되어 갈 것이다.	1
아름다웠다고 기억되는 영화에는 늘 그의 음악이 애틋하게 자리를 잡고 있다.	1
내 고향 잃을까봐 고향엘 못갑니더/용접기 소리 함마 소리 몸에 배어도/언제든 흥겨워 돌아갈 내 고향 있는 기라요	1
아이들을 조사하는 건 나도 가슴 아프니까 혹 아주머니가 잘못한 일이 있으면 먼저 말씀해 주시죠.	1
마침 또 이제 고 전에 홍준표 대표가 자유 그 대구시장을 내주면 자유한국당 문 닫아야 된다 이 얘기를 했어요.	1
이동인은 한숨을 놓았다. 중전 민씨가 『춘추좌전』을 탐독하면서 여태후의 길을 가려 한다면 어찌하는가. 박진령의 참언대로 태어나서는 아니 될 왕자라도 태어나면 어찌 되는가.	1
기세등등하게 떠벌려댄 데라사와는 돌아갈 참이 되자 아버지한테는 절대 비밀이야, 하고 못을 박았다.	1
부부 중 누구 하나라도 올바른 사고방식을 갖고 있다면 모르지만 둘 다 사치욕이 몸에 배어 있다면 그 집안은 빚더미에 앉을 일만 남았다.	1
그 말을 듣자 나는 벌떡 일어나 앉아서 샘에게 엘리자베스를 잘 아느냐고 물었어요.	0
세일즈맨은 단지 판매를 위한 미사여구가 아닌 가치 있는 메시지를 전달해야 한다. 그런 의미에서 고객의 눈에 띄어야 한다.	0
물론 당장엔 열 받죠. 그래도 웃기긴 하더라고요. 껍질이 벗겨질 때까지 아주 박박 씻어서 지웠어요. 화장실에서 나오니까 다들 박장대소를 하더라고요.	1
직장에서 한 웃음이 나는 이야기, 슬픈 이야기, 가슴 아팠던 일, 보람있었던 일, 추억이 담긴 이야기들을 보내면 된다.200자 원고지 5∼6매 정도.	1
6주 동안 계속된 총파업이 다음 날 막을 내렸다. 생활비가 바닥난 노동자와 공무원들은 해고 위협에 마지못해 하나 둘씩 사무실과 공장으로 되돌아갔다.	1
그가 지금은 가슴 아픈 상중이어서 전날에 방문자에게 끓어오르던 미움이 일시적으로 가셨던 것이다.	1
뭐라는 거야. 저자고 나루터고 깔린 게 달구진데. 그게 없다는 게 말이 돼?!	1
그 동안에 사람들로부터 얻어들은 새로운 지식으로서 길을 갈 때는 철길을 따라 걸으면 직선이라서 가깝기도 하거니와 길을 물어볼 필요도 없이 한번 정해진 대로 곧장 가기만 하면 된다는 것이었다.	1
내 말을 들어요? 모든 사람들이 오빠 말이라면 듣겠죠. 그러니까 오빠가 날 좀 도와줘요. 문상엽 씨한테 이혼서류에 도장 좀 찍으라고 해줘요.	1
이번에 그 뭐 경찰버스 안에 있 있던 그 전의경들 뭐 보면서 전 굉장히 가슴이 아팠습니다.	1
어린 떡갈나무는 뿌리를 내리자마자 싱싱한 가지를 뻗기 시작했다. 그런데 그 어린 떡갈나무 주위에는 벌써 홉이 엉겨붙어 있었다. 이번에는 떡갈나무가 홉에게서 대단한 존경과 칭찬을 받게 되었다.	0
장보고는 딸 난영이 동쪽 하늘만 바라보고 있는 것을 보면서 가슴이 아팠다. 그러나 군사를 일으킬 수는 없었다. 그런 일로 군사를 일으키면 한낱 반란의 무리에 지나지 않는다.	1
영유아는 어린이집 한쪽에 자리 잡은 공간으로 분리되어 큰 아이들로부터 방해를 받지 않는다. 그러나 2~3세의 유아실은 중간쯤에 위치해 하루에 한 번은 4~5세의 유아들과 실내외에서 어울린다.	1
지씨가 심심할 땐 말벗이 되어주고, 지씨가 외로울 땐 남편이 되어주고, 지씨가 심든 길을 가고있으면 말없는 동행자가 되어주던 아들이 이제 결혼을 한단 말인가.	1
MG는 가슴이 아파 견딜 수 없었다. 언젠가의 요리처럼 토할 것 같았다.	1
예. 그러나 그 조직이 우리가 기존에 가지고 있던 익숙해 있던 정당 조직이라고 못 박을 필요는 없다고 생각합니다.	1
 열을 받아 팽창한 유체가 위로 올라가고 열로 받지 않은 찬 유체는 아래로 내려오는 현상.	0
못을 박아놓고 너희들 반성 없는 자들이 이건 우리의 정체성에 관한 것이고 주권에 관한 것이기 때문에 화를 낼 건 화를 내야 된다고 봅니다.	1
이제 우리는 혼자 길을 갈 수 없습니다. 길을 걸어가면서 우리는 언제나 앞서가야 한다는 것을 결심하게 됩니다. 우리는 이제 더 이상 뒤로 물러설 수 없습니다.	1
이 때 혼백이란 양귀비의 몽혼夢魂을 이르는 말로 현종이 그녀를 꿈꾸지 못함은 그녀가 그를 잊었기 때문이라는 것이다. 꿈이란 상대방의 영혼이 밤새 나를 찾아오는 것이라는 말이 된다.	0
그 말을 들은 사람들은 그제서야 과연 젊은이를 가로막을 수 있는 자는 검황 외에는 없다고 생각하였다.	0
솔직히 저는 선친한테 받은 교육이 몸에 배인 탓에 정치논리도 경제논리로 풀어가는 경향이 있습니다. 국회도 중요하지만 축구시합이 국가를 국민을 살찌게 하는 일이라고 봅니다.	1
오히려 모텔이 더 곤란할 걸요? 사람들 눈에 띄기 쉽고요. 제 집은 시부야에 있는데 단독주택입니다. 조그맣지만 옆집에 누가 사는지도 모르죠.	0
또, 또, 오버한다. 내가 속을 줄 알아? 하나는 입 댓 발 내밀고 있지, 다른 하나는 열 받아서 거품 물고 넘어가지, 니들 싸우는 통에 죽어나는 건 나라고.	1
어린 시절의 가난 덕분에 몸에 밴 엄격한 절약 습관도 조각가 에이브러햄 레임배치	1
 선저축(또는 투자), 후소비의 습관이 철저하게 몸에 밴 사람. 자신이 번 돈의 70퍼센트 이상을 반드시 저축하거나 투자하는 사람.	1
잠시 엎드려 있던 베드로는 일어나서, 다시 로마로 돌아가 십자가에 못 박히게 된다는 것이다.	0
기업이 생존하고 오랫동안 번창하려면 직원들 모두가 창의적이며 혁신적이 되어야 한다. 그리고 그러한 능력은 숨을 쉬는 것처럼 자연스럽게 몸에 배야 한다.	1
오랑캐 나라 왕은 까닭 없이 이름 모를 병에 걸려 앓아눕게 되었습니다. 어느 날 왕은 온몸이 불덩어리가 되어 정신이 희미해서 누워 있다가 꿈을 꾸었습니다.	0
호오, 그럼 두 번째부터는 자아를 좀 약화시켰다는 말이겠군. 그렇다면 놈의 자아도 강하다는 말이 되나?	1
현명하신 판단이시옵니다. 참, 기왕에 소림사가 문을 닫았으니, 그들을 치지는 못한다고 하더라도 그 사실을 이용할 수는 있지 않겠사옵니까?	1
그것을 아는 석준도 그만큼 힘들다는 것을 이해하는 주영은 가슴이 아팠다.	1
우이띠! 대원들 버리고 도망쳤다기에 그거 알려주려고 온 줄 알고 거기에서 바로 진기를 끊었는데, 이 새끼가 정작 중요한 정보는 죽을 때 씨부리네? 어휴, 열 받아!	1
길 가다가 받는 코스가 있고 어~ 이르면 입구에서만 받는 받는 코스가 있어요.	0
그런데 이런 흐름에 적응하지 못 하고 워싱턴 포스트가 점점 쇄락에 길을 걸면서 결국에는 누군가 도움에 손길이 필요했거든요.	1
겉으로는 침착한 채 김간호원의 말을 듣는 듯했지만 속으로는 그 여인의 말처럼 두 생명을 죽였다는 생각 때문에 앞이 아득한 기분이다.	0
천재 작가 도스토예프스키가 노여워하는 것은 당연한 일이다. 그러나 "재능은 돈으로 살 수 없다"고 못 박아 말하기에는 사정이 좀더 복잡하다.	1
뭐라고 해야해... 궁에 도착하고 기사님이 문을 열어준 후에도 난 멍하니 차에 앉아 있었다.아직 뭐라고 해야할지 생각하지 못했는데... 벌써 도착하면 어떻해..	0
부상입은 쥐스트를 보자, 가슴이 아픈 듯 빌가뇽이 그를 가볍게 토닥였다.	1
그렇게 하여 우리 반 학생 전체가 바르게 앉는 자세를 익히게 지도했던 것 같다. 어릴 때부터 몸에 배게 지도해야 할 것이다	1
(9) 미륵은 당에 가서 각종 과일의 씨앗과 꽃의 씨앗을 가져와서 인간이 길을 가다가 과일을 먹고 배부르게 했다.	0
자 저도 햇살 좋은 대청마루에 자리를 잡고 고택에서 즐기는 단호박 빙수도 당연히 먹어봐야 되겠죠?	0
허걱 한 마디로 돈이 안 되니까 장사 접고 직원 다 자르고 문 닫겠다 그거 아닙니까?	1
당신에겐 이미 책 쓸 ‘거리’가 무궁무진하고, 책 쓸 ‘능력’이 차고 넘친다. 문제는 우직하게, 미련하게, 소처럼 뚜벅뚜벅 그 길을 가야 한다는 것이다.	1
「어명으로 잡아 오는 기생을 사랑으로 불러들이다니 말이 되는 소린가. 곧 금부로 이관을 시키도록 하게.」	1
아까 그 진행자께서 말씀하신 것처럼 뭐 강남에 사는 데도 아 저거 실제로 있는 일이야 이렇게 질문한다는 게 말이 되는 게	1
나는 꽤 걱정스런 표정으로 그의 사무실에 들어가서, 비서가 이야기를 듣지 못하도록 문을 닫았다. 그리고 곧장 본론으로 들어갔다.	0
뜻이 맞아떨어진 난초와 수선화는 얼른 서로의 자리를 바꾸었다. 수선화가 뿌리를 내리고 있던 자리에 난초가 뿌리를 내리고, 난초가 뿌리를 내리고 있던 자리에 수선화가 길게 뿌리를 뻗었다.	0
다시 2층으로 올라가서 모모를 살펴본다. 눈꺼풀은 내려져 있지만 그 안에서 눈동자가 나방처럼 펄럭거린다. 가엾게도 꿈을 꾸고 있나 보다. 스탠드의 불을 끄는데 모모가 눈을 뜨고 속삭인다.	0
아버지는 이런 고통쯤은 진작에 몸에 배도록 겪고 또 겪었다. 오죽하면 「가난家難」이란 글을 남기셨으랴. 「가난」에 보면 유배 중인 아버지에게 보낸 어머니의 한스런 글이 실려 있다.	1
이것은 요한 계시록 제 3장에서“보라, 내가 문 앞에서 문을 두드린다. 누구든지 그 문을 열어준다면 나는 안으로 들어가서 그와 함께 식사를 할 것이다.”라고 말하는 것과 같다.	0
그래서 뭐 결제하고 이렇게 하다 보면 옛날에는 막 진짜 결제 열 받아 가지고	1
어머니가 아버지 요셉과 약혼중이던 때의 일이다. 어느 날 밤 어머니는 꿈을 꾸었는데 세 개의 큰 날개를 단 천사가 나타나 근엄한 목소리로 그녀에게 말했다.	0
어~ 그다음에 인제 제가 이제 가슴이 아픈데도 그냥 내는 이유가 에~ 그 장애인이라고 해야 되는데	1
북군은 새벽을 기해 도망했다. 제4차 교전은 승패 없이 끝났다. 황권투쟁의 전적을 종합하면 3승1무, 쿠빌라이 승리로 막을 내렸다.	1
네. 엄마가 진정으로 어~ 가고 싶은 길을 걸어갈까 해 뭐 이런 대목이 나옵니다.	1
도대체 어떻게 처신하는 게 좋을까요? 어느 길을 걸어가야 하는 건지 전혀 모르겠습니다. 어떤 질문을 던져야 하는 건지 모르겠습니다. 사실 저 자신이 무얼 원하는지조차 모르겠습니다.	1
미국의 성공 모델이 국내로 유입돼 동반 상승하는 구조에서, 한국에 맞는 형태로 변형돼 발전하는 구조로 정착되고 있다. 국내 인터넷 비즈니스는 미국과 차별화의 길을 걷고 있는 셈이다.	1
임자는 이 말을 듣고도 묵묵히 침묵을 지켰으나 두어 달 만에 다시 조미곤을 불렀다.	0
결국 이 내전은 봉천파의 장학량이 장제스와 협력함으로써 장제스의 승리로 막을 내리게 된다.	1
새벽에 정말 문 열자마자 급습을 해가지고서 버티면서 결국은 사건 접수부에 음주운전 영 점 일 일 혈중 알코올 농도 기재한 것을 찾아낸 적이 있었고요.	0
친구네 건물에 생긴 은하 파머슨지 하는 거 어제 문 열었잖아. 거기 가서 대판 하셨대.	0
이제부터란 말은 당신 사정이다. 사랑은 둘만의 합의로 시작되지만 이별은 한 사람의 통보로 막을 내린다. 당신이 아무리 매달려도 상대방의 동의 없인 힘들다.	1
내가 들었던 예를 참고로 해서 상상력을 마음껏 발휘해 봐요. 우선 꿈을 꾸고 그 꿈을 숫자로 바꿔 놓는 겁니다. 즉 금액이나 날짜로 나타내는 거지요. 이것이 핵심입니다."	0
나는 열 받은 상태로 데블즈 액스를 꺼내서 그녀에게 날리려고 했는데 하라크티는 그런 나를 붙잡고 있었고 민들레는 기겁해서 나를 말렸다.	1
빌리는 홍정식의 말대로 한국에 남아 있는 경호원들에게 철수를 지시하면서 덧붙였다. 눈에 띄지 않게 한순간도 빠짐없이 남자와 유미라의 주변을 살피라는 것이었다.	0
종로와 세종로가 만나는 구석, 광화문 지하도에서 교보빌딩 방향으로 올라와 오른쪽으로 시선을 돌리면 다소곳하게 자리 잡은 비각이 눈에 들어온다. 이 안에 '고종즉위사십년칭경기념비'가 있다.	1
근데 일본 놈들이 와 가지고 어~ 왜 놈들이 와서 이래 그~ 열 받는다고 그 마을을 초토화 시켰습니다.	1
여자는 망치로 못을 박듯이 또박또박 말했다. 어머니는 지극히 상식적인 여자였다. 한 집에 두 명의 여자라니, 도저히 용납할 수 없는 일이었다.	0
길우와 선희는 신혼여행의 마지막 밤을 호텔에서 보내고 있었다. 길우와 선희는 함께 호텔 라운지로 올라갔다. 그리고 바다가 훤히 내려다보이는 창가에 자리를 잡고 마주 앉았다.	0
곤륜파 사람들은 정문까지 뻗어있는 길을 걸어갔다. 그들이 정문 앞에 서자마자 한 중년의 남자가 나와 인사를 했다.	0
순미는 언니처럼 의젓하게 그럴 거라고 단정했다. 하지만 둘은 그저 타박타박 어두운 공단 길을 걸어나왔다. 작은 생맥주집, 떡볶이 집, 캬바레까지 보였다.	0
“거실과 현관이 무인도야. 부엌은 바다를 건너야 닿을 수 있어. 자, 이제 무인도에서 살아남아야 해. 먼저 나무에 못을 박아야 하는데 무엇을 이용하면 좋을까? 세 가지만 찾아보자.”	0
나는 오늘도 시간을 쪼개어 잘 돌아가지 않는 머리를 굴리며 수필 공부에 열중한다. 수필과의 만남은 수명 연장의 길잡이가 되어주고 있다. 이 세상 끝날 때까지 수필 공부의 길을 걷고 싶다.	1
나뭇잎이 떨어지면서 나무들은 이제 침묵의 깊음 속에 뿌리를 내리고 그 둘레의 공간을 조용함 속에 가라앉게 하는 것이니 우리도 입을 다물어야 하는 것이다.	0
그 말을 들은 나는, '확실히 M사장은 사람을 잘 다루는 타입은 아니야'라고 생각했다.	0
내가 온라인 마케팅을 할 때는 경쟁이 심했습니다. 마케팅에는 끝이 없었습니다. 하지만 이제는 책을 쓰며 독보적인 길을 가고 있습니다. 진정 내가 원하던 길입니다.	1
당신 인권 변호사가 그게 말이 되느냐 하고 책상을 탕 한 번 쳐야 되는데 말이야	1
내가 그렇게 못을 박자 루트는 귀찮다는 듯이 응, 응 하고 건성으로 대답했다.	1
그러나 외세를 끌어들여서 막을 내린 임오군란은 굉장히 많은 후유증을 남기게 됩니다.	1
유진이가 이런 승미의 제안에 대해 고마워하자 승미는 공짜로는 절대로 안 된다면서 이번 주말에 자신과 데이트를 해 줘야 한다고 못을 박았다.	1
그 후 유비는 공손찬에게로 돌아가지 않고 서주에서 멀지 않은 소패(小沛)라는 성에 머물며 독자의 길을 걷기 시작했다.	1
당숙은 이를 오도독 물며 눈에 핏발을 살짝 세우고 "알았으니 소나 빌려주십시오" 했다는데 할아버지는 배를 쓸며 한번 더 당숙의 가슴에 못을 박으셨답니다.	1
한쪽에는 '일반 교양 과정은 폭넓은 인간 형성의 기틀을 마련하고, 원활한 인격을 몸에 배도록 하기 위해 중요하다'라고 하는 긍정적인 주장만을 쓴 문서를 읽혔다.	1
변씨는 자식을 둘러보다가 딸을 보면서 "너는 내 말을 들어서는 안 되겠다. 좀 방에서 나가려무나"고 하였다.	0
계속해서 아진이에게 통화를 눌러대던 난 주연이의 말에 아주 눈에 띄게 얼굴이 밝아졌다.	1
아이, 당신은 가만 계세요. 결혼을 안 하면, 그럼 뭐 총각 귀신으로 늙어 죽을 거예요? 말이 되는 소릴 해야지.	1
